,0,1
7359,26 mar 1988,1988-03-26
7360,9 apr 2013,2013-04-09
7361,sunday october 6 1991,1991-10-06
7362,10/19/93,1993-10-19
7363,thursday september 4 1975,1975-09-04
7364,11 january 2008,2008-01-11
7365,wednesday september 2 1992,1992-09-02
7366,march 27 1986,1986-03-27
7367,thursday august 13 1970,1970-08-13
7368,friday january 13 1984,1984-01-13
7369,wednesday july 22 1998,1998-07-22
7370,19 august 1983,1983-08-19
7371,26 nov 1980,1980-11-26
7372,april 6 1991,1991-04-06
7373,31.12.98,1998-12-31
7374,21 mar 1996,1996-03-21
7375,12 apr 1974,1974-04-12
7376,wednesday october 5 2011,2011-10-05
7377,monday may 31 1971,1971-05-31
7378,april 27 2016,2016-04-27
7379,wednesday august 7 1974,1974-08-07
7380,july 8 2013,2013-07-08
7381,13.07.89,1989-07-13
7382,saturday july 3 2004,2004-07-03
7383,sunday november 6 2005,2005-11-06
7384,monday january 6 1992,1992-01-06
7385,12 jul 1994,1994-07-12
7386,14 nov 1993,1993-11-14
7387,4 jul 1986,1986-07-04
7388,mar 1 2003,2003-03-01
7389,saturday december 17 2011,2011-12-17
7390,7/30/83,1983-07-30
7391,thursday november 12 1998,1998-11-12
7392,3/25/12,2012-03-25
7393,26 may 2005,2005-05-26
7394,saturday april 9 2005,2005-04-09
7395,oct 21 2008,2008-10-21
7396,december 23 2002,2002-12-23
7397,june 4 2004,2004-06-04
7398,monday february 19 2007,2007-02-19
7399,monday march 3 2014,2014-03-03
7400,28 nov 1986,1986-11-28
7401,29 january 2018,2018-01-29
7402,24 mar 2004,2004-03-24
7403,30 november 1971,1971-11-30
7404,19.03.98,1998-03-19
7405,friday september 2 1994,1994-09-02
7406,wednesday august 24 2011,2011-08-24
7407,friday may 13 2016,2016-05-13
7408,december 1 1987,1987-12-01
7409,tuesday may 19 1981,1981-05-19
7410,jun 22 1988,1988-06-22
7411,30.04.02,2002-04-30
7412,thursday august 9 1979,1979-08-09
7413,7 february 2014,2014-02-07
7414,thursday july 21 1988,1988-07-21
7415,wednesday march 16 1988,1988-03-16
7416,sunday august 4 1991,1991-08-04
7417,18 september 1990,1990-09-18
7418,mar 20 2009,2009-03-20
7419,january 25 2014,2014-01-25
7420,17 jun 1992,1992-06-17
7421,friday december 10 2004,2004-12-10
7422,wednesday july 3 1991,1991-07-03
7423,tuesday june 24 1975,1975-06-24
7424,wednesday july 13 1983,1983-07-13
7425,14 january 1978,1978-01-14
7426,december 17 1975,1975-12-17
7427,friday july 13 1973,1973-07-13
7428,14 dec 1994,1994-12-14
7429,saturday march 18 2017,2017-03-18
7430,sunday april 14 1974,1974-04-14
7431,21 november 1978,1978-11-21
7432,9/5/81,1981-09-05
7433,27 apr 1999,1999-04-27
7434,19 november 1970,1970-11-19
7435,saturday september 13 1997,1997-09-13
7436,thursday june 7 1973,1973-06-07
7437,friday april 13 1984,1984-04-13
7438,wednesday july 19 1972,1972-07-19
7439,13 april 1995,1995-04-13
7440,thursday october 1 2009,2009-10-01
7441,july 28 1972,1972-07-28
7442,06.01.18,2018-01-06
7443,may 20 1995,1995-05-20
7444,14 apr 2017,2017-04-14
7445,09.05.15,2015-05-09
7446,saturday december 10 1988,1988-12-10
7447,september 28 1979,1979-09-28
7448,thursday december 17 1970,1970-12-17
7449,11/3/01,2001-11-03
7450,saturday october 26 1974,1974-10-26
7451,17 may 2014,2014-05-17
7452,sunday august 20 2017,2017-08-20
7453,6 02 17,2017-02-06
7454,tuesday december 4 1979,1979-12-04
7455,monday january 30 2012,2012-01-30
7456,january 14 2016,2016-01-14
7457,sep 25 2000,2000-09-25
7458,wednesday april 25 2012,2012-04-25
7459,february 23 1990,1990-02-23
7460,january 25 1978,1978-01-25
7461,saturday october 4 1997,1997-10-04
7462,20 11 86,1986-11-20
7463,feb 15 1999,1999-02-15
7464,26 oct 1980,1980-10-26
7465,thursday january 10 2002,2002-01-10
7466,monday october 25 1982,1982-10-25
7467,monday august 19 2013,2013-08-19
7468,may 15 1991,1991-05-15
7469,april 13 2008,2008-04-13
7470,12 jun 2012,2012-06-12
7471,08 oct 1980,1980-10-08
7472,sunday december 16 2007,2007-12-16
7473,friday october 20 1972,1972-10-20
7474,tuesday november 19 2002,2002-11-19
7475,saturday december 21 1996,1996-12-21
7476,wednesday august 1 1973,1973-08-01
7477,november 23 2011,2011-11-23
7478,april 4 2005,2005-04-04
7479,thursday december 9 2004,2004-12-09
7480,10.02.94,1994-02-10
7481,31 jul 2012,2012-07-31
7482,27.03.97,1997-03-27
7483,27 january 2014,2014-01-27
7484,friday march 23 2012,2012-03-23
7485,saturday january 29 1972,1972-01-29
7486,march 21 1990,1990-03-21
7487,monday january 8 1990,1990-01-08
7488,june 20 1980,1980-06-20
7489,26.03.07,2007-03-26
7490,tuesday november 17 1987,1987-11-17
7491,tuesday january 18 1994,1994-01-18
7492,saturday august 2 2003,2003-08-02
7493,01.05.79,1979-05-01
7494,sunday august 21 2016,2016-08-21
7495,16 oct 1977,1977-10-16
7496,13 may 2001,2001-05-13
7497,tuesday august 24 2004,2004-08-24
7498,friday february 20 1976,1976-02-20
7499,april 21 2010,2010-04-21
7500,wednesday august 29 2007,2007-08-29
7501,6 january 2009,2009-01-06
7502,saturday december 1 1973,1973-12-01
7503,monday february 3 1986,1986-02-03
7504,06 aug 1993,1993-08-06
7505,wednesday december 27 2006,2006-12-27
7506,february 9 1987,1987-02-09
7507,6/12/77,1977-06-12
7508,august 23 1985,1985-08-23
7509,wednesday november 10 1982,1982-11-10
7510,4/26/10,2010-04-26
7511,jun 17 1971,1971-06-17
7512,thursday april 2 2009,2009-04-02
7513,tuesday august 12 2003,2003-08-12
7514,may 27 1982,1982-05-27
7515,31 august 1979,1979-08-31
7516,2 sep 1974,1974-09-02
7517,16 feb 1978,1978-02-16
7518,wednesday august 8 2012,2012-08-08
7519,may 4 2018,2018-05-04
7520,november 24 2011,2011-11-24
7521,30.04.89,1989-04-30
7522,11 april 1980,1980-04-11
7523,24 feb 1975,1975-02-24
7524,wednesday july 10 1985,1985-07-10
7525,7 february 2012,2012-02-07
7526,29 november 1991,1991-11-29
7527,monday may 6 2002,2002-05-06
7528,26 sep 2002,2002-09-26
7529,saturday march 10 1979,1979-03-10
7530,05 feb 2010,2010-02-05
7531,23 september 1992,1992-09-23
7532,thursday may 2 1974,1974-05-02
7533,wednesday december 14 2011,2011-12-14
7534,saturday september 29 1984,1984-09-29
7535,23 december 1979,1979-12-23
7536,tuesday january 8 2008,2008-01-08
7537,25 aug 1997,1997-08-25
7538,wednesday march 10 1971,1971-03-10
7539,wednesday august 16 2006,2006-08-16
7540,sunday june 3 1990,1990-06-03
7541,monday january 12 1998,1998-01-12
7542,february 20 1972,1972-02-20
7543,sunday april 16 1978,1978-04-16
7544,july 11 1993,1993-07-11
7545,tuesday march 20 2007,2007-03-20
7546,aug 11 1989,1989-08-11
7547,22 aug 1975,1975-08-22
7548,17 march 2012,2012-03-17
7549,19 11 93,1993-11-19
7550,thursday february 2 1995,1995-02-02
7551,12 october 1986,1986-10-12
7552,2 jan 2011,2011-01-02
7553,17 feb 1990,1990-02-17
7554,6/4/97,1997-06-04
7555,july 19 1999,1999-07-19
7556,wednesday december 6 1995,1995-12-06
7557,saturday may 27 2017,2017-05-27
7558,9/28/77,1977-09-28
7559,wednesday february 13 2013,2013-02-13
7560,december 10 1970,1970-12-10
7561,tuesday october 22 1974,1974-10-22
7562,17 apr 1979,1979-04-17
7563,friday april 13 1973,1973-04-13
7564,saturday august 21 1976,1976-08-21
7565,december 27 2013,2013-12-27
7566,wednesday march 23 1994,1994-03-23
7567,sep 20 2005,2005-09-20
7568,monday april 24 1972,1972-04-24
7569,13 february 1982,1982-02-13
7570,december 25 2008,2008-12-25
7571,friday november 12 1971,1971-11-12
7572,29.03.16,2016-03-29
7573,31 may 1972,1972-05-31
7574,wednesday march 28 1973,1973-03-28
7575,28 september 1983,1983-09-28
7576,26 march 1987,1987-03-26
7577,10 sep 1992,1992-09-10
7578,24 nov 1998,1998-11-24
7579,monday february 26 2001,2001-02-26
7580,02 jun 1990,1990-06-02
7581,monday november 20 1989,1989-11-20
7582,17 december 1988,1988-12-17
7583,october 21 1976,1976-10-21
7584,29 jun 1999,1999-06-29
7585,october 6 1996,1996-10-06
7586,sunday july 29 1973,1973-07-29
7587,13 may 1991,1991-05-13
7588,monday february 4 1974,1974-02-04
7589,17 november 2014,2014-11-17
7590,10 10 87,1987-10-10
7591,15 oct 1993,1993-10-15
7592,friday march 18 1983,1983-03-18
7593,friday february 28 1997,1997-02-28
7594,tuesday march 28 2006,2006-03-28
7595,october 29 1973,1973-10-29
7596,monday january 7 1991,1991-01-07
7597,30 sep 1993,1993-09-30
7598,12.05.88,1988-05-12
7599,thursday november 30 1978,1978-11-30
7600,2 august 1993,1993-08-02
7601,tuesday october 30 1984,1984-10-30
7602,tuesday october 23 1984,1984-10-23
7603,november 2 2016,2016-11-02
7604,aug 31 1999,1999-08-31
7605,friday april 29 2016,2016-04-29
7606,saturday december 1 1979,1979-12-01
7607,thursday april 25 2013,2013-04-25
7608,27 september 2010,2010-09-27
7609,tuesday january 10 1995,1995-01-10
7610,wednesday june 16 1976,1976-06-16
7611,may 7 2011,2011-05-07
7612,monday august 14 1995,1995-08-14
7613,october 8 1998,1998-10-08
7614,apr 13 2001,2001-04-13
7615,monday april 14 2003,2003-04-14
7616,mar 1 1982,1982-03-01
7617,20 10 76,1976-10-20
7618,july 24 1979,1979-07-24
7619,03 feb 1976,1976-02-03
7620,7/20/06,2006-07-20
7621,26 august 1979,1979-08-26
7622,11 nov 2013,2013-11-11
7623,friday march 3 2000,2000-03-03
7624,wednesday november 28 1990,1990-11-28
7625,monday june 27 2016,2016-06-27
7626,12 feb 1998,1998-02-12
7627,monday march 2 1992,1992-03-02
7628,4/24/03,2003-04-24
7629,30 mar 1987,1987-03-30
7630,monday september 4 1989,1989-09-04
7631,12.08.06,2006-08-12
7632,wednesday july 9 1980,1980-07-09
7633,29 august 2002,2002-08-29
7634,tuesday december 26 2000,2000-12-26
7635,saturday january 30 1971,1971-01-30
7636,wednesday september 25 1991,1991-09-25
7637,august 24 2005,2005-08-24
7638,06 jan 1987,1987-01-06
7639,19 aug 1983,1983-08-19
7640,march 4 2013,2013-03-04
7641,tuesday may 8 2018,2018-05-08
7642,saturday may 15 1999,1999-05-15
7643,02 feb 1977,1977-02-02
7644,october 15 1984,1984-10-15
7645,03 may 2018,2018-05-03
7646,friday november 10 2006,2006-11-10
7647,24 mar 2017,2017-03-24
7648,friday november 29 1974,1974-11-29
7649,friday november 24 2006,2006-11-24
7650,7 may 2007,2007-05-07
7651,22 may 2007,2007-05-22
7652,16 jan 1993,1993-01-16
7653,saturday march 11 2017,2017-03-11
7654,sunday august 20 1972,1972-08-20
7655,saturday march 21 1987,1987-03-21
7656,march 4 2005,2005-03-04
7657,sep 8 2013,2013-09-08
7658,july 18 1977,1977-07-18
7659,friday january 12 1979,1979-01-12
7660,saturday may 20 1989,1989-05-20
7661,19 feb 1991,1991-02-19
7662,1/8/16,2016-01-08
7663,june 25 2006,2006-06-25
7664,march 11 2000,2000-03-11
7665,monday january 1 1973,1973-01-01
7666,01.06.83,1983-06-01
7667,25 dec 1985,1985-12-25
7668,08 jan 2005,2005-01-08
7669,9 october 1970,1970-10-09
7670,7 july 1971,1971-07-07
7671,12 march 2000,2000-03-12
7672,monday march 12 2018,2018-03-12
7673,nov 25 2007,2007-11-25
7674,29.04.71,1971-04-29
7675,16 may 2003,2003-05-16
7676,friday june 30 1978,1978-06-30
7677,2/18/97,1997-02-18
7678,friday may 10 2002,2002-05-10
7679,27 mar 2018,2018-03-27
7680,6 dec 2007,2007-12-06
7681,monday january 24 1994,1994-01-24
7682,june 16 1990,1990-06-16
7683,january 3 2006,2006-01-03
7684,friday march 26 2010,2010-03-26
7685,31 oct 2002,2002-10-31
7686,26 08 08,2008-08-26
7687,apr 9 1988,1988-04-09
7688,17 nov 1984,1984-11-17
7689,saturday june 24 1989,1989-06-24
7690,march 24 2005,2005-03-24
7691,23 september 2009,2009-09-23
7692,14 oct 1997,1997-10-14
7693,october 11 2008,2008-10-11
7694,2 nov 1991,1991-11-02
7695,saturday february 5 1977,1977-02-05
7696,november 29 2010,2010-11-29
7697,5 july 1994,1994-07-05
7698,tuesday july 21 1987,1987-07-21
7699,june 29 2017,2017-06-29
7700,2 11 90,1990-11-02
7701,09 aug 2009,2009-08-09
7702,saturday may 24 1980,1980-05-24
7703,april 9 1976,1976-04-09
7704,7/18/13,2013-07-18
7705,10.11.91,1991-11-10
7706,2/23/86,1986-02-23
7707,29 sep 1982,1982-09-29
7708,thursday september 2 1982,1982-09-02
7709,19 aug 1990,1990-08-19
7710,monday september 17 2012,2012-09-17
7711,saturday july 6 1974,1974-07-06
7712,monday september 20 1999,1999-09-20
7713,6/16/15,2015-06-16
7714,saturday may 26 2007,2007-05-26
7715,friday august 15 1997,1997-08-15
7716,tuesday february 24 1970,1970-02-24
7717,friday november 23 1979,1979-11-23
7718,tuesday april 3 1984,1984-04-03
7719,may 11 2014,2014-05-11
7720,23 aug 2004,2004-08-23
7721,tuesday august 5 1997,1997-08-05
7722,28 december 1997,1997-12-28
7723,saturday june 23 1979,1979-06-23
7724,10/8/99,1999-10-08
7725,22 nov 2002,2002-11-22
7726,thursday june 5 1986,1986-06-05
7727,june 7 2013,2013-06-07
7728,5 dec 1989,1989-12-05
7729,wednesday may 31 2006,2006-05-31
7730,12 november 2014,2014-11-12
7731,tuesday july 16 1985,1985-07-16
7732,march 18 2016,2016-03-18
7733,thursday may 27 2010,2010-05-27
7734,monday november 19 2007,2007-11-19
7735,17 september 2011,2011-09-17
7736,7 may 1974,1974-05-07
7737,13 feb 1984,1984-02-13
7738,17 may 1975,1975-05-17
7739,13 sep 1986,1986-09-13
7740,22 april 2010,2010-04-22
7741,wednesday november 10 2010,2010-11-10
7742,23 jun 2010,2010-06-23
7743,26 may 2011,2011-05-26
7744,22 feb 1988,1988-02-22
7745,thursday march 18 2010,2010-03-18
7746,26 december 2016,2016-12-26
7747,july 31 1986,1986-07-31
7748,7/4/80,1980-07-04
7749,june 10 2005,2005-06-10
7750,november 7 1988,1988-11-07
7751,7/12/03,2003-07-12
7752,15 november 2017,2017-11-15
7753,18 jun 1971,1971-06-18
7754,12 may 1973,1973-05-12
7755,25 march 2014,2014-03-25
7756,october 18 1992,1992-10-18
7757,18 december 2010,2010-12-18
7758,thursday february 26 1987,1987-02-26
7759,15 oct 2010,2010-10-15
7760,4 october 1970,1970-10-04
7761,tuesday june 27 2000,2000-06-27
7762,wednesday january 11 1989,1989-01-11
7763,6/17/14,2014-06-17
7764,7 jul 2017,2017-07-07
7765,31 10 79,1979-10-31
7766,monday august 9 1993,1993-08-09
7767,saturday january 31 1987,1987-01-31
7768,29 september 1974,1974-09-29
7769,sunday february 3 1985,1985-02-03
7770,sunday january 8 1984,1984-01-08
7771,august 29 2015,2015-08-29
7772,3 february 2008,2008-02-03
7773,saturday january 7 1995,1995-01-07
7774,tuesday february 7 2006,2006-02-07
7775,11/25/86,1986-11-25
7776,monday april 21 1986,1986-04-21
7777,22 apr 1992,1992-04-22
7778,thursday january 22 2009,2009-01-22
7779,friday march 16 1973,1973-03-16
7780,27.12.79,1979-12-27
7781,saturday february 18 1989,1989-02-18
7782,19 nov 2010,2010-11-19
7783,tuesday may 17 2005,2005-05-17
7784,july 18 2002,2002-07-18
7785,20 02 81,1981-02-20
7786,10/12/70,1970-10-12
7787,june 6 1973,1973-06-06
7788,march 29 2012,2012-03-29
7789,14 may 2010,2010-05-14
7790,april 24 2006,2006-04-24
7791,saturday may 8 1999,1999-05-08
7792,7 sep 2011,2011-09-07
7793,2 sep 1996,1996-09-02
7794,friday november 26 1971,1971-11-26
7795,thursday october 21 1971,1971-10-21
7796,sunday september 19 1982,1982-09-19
7797,thursday december 3 1992,1992-12-03
7798,22 dec 1976,1976-12-22
7799,27 11 89,1989-11-27
7800,monday march 13 2000,2000-03-13
7801,25 jul 2007,2007-07-25
7802,23.05.80,1980-05-23
7803,22 08 74,1974-08-22
7804,30 sep 2009,2009-09-30
7805,17 jul 1980,1980-07-17
7806,04 dec 2014,2014-12-04
7807,06 dec 2015,2015-12-06
7808,12 dec 1984,1984-12-12
7809,11 august 1997,1997-08-11
7810,30 january 1977,1977-01-30
7811,03.09.84,1984-09-03
7812,tuesday august 5 1986,1986-08-05
7813,april 29 1982,1982-04-29
7814,27 aug 1998,1998-08-27
7815,2/19/18,2018-02-19
7816,26 sep 2009,2009-09-26
7817,thursday august 30 1984,1984-08-30
7818,24 11 87,1987-11-24
7819,november 21 1990,1990-11-21
7820,saturday november 22 2003,2003-11-22
7821,thursday october 11 1990,1990-10-11
7822,thursday may 25 2017,2017-05-25
7823,16 aug 1976,1976-08-16
7824,wednesday september 16 1987,1987-09-16
7825,28 january 1988,1988-01-28
7826,thursday january 1 2015,2015-01-01
7827,saturday april 11 2009,2009-04-11
7828,sunday june 24 1973,1973-06-24
7829,tuesday october 4 1983,1983-10-04
7830,07 may 1973,1973-05-07
7831,25 may 2000,2000-05-25
7832,thursday february 11 1982,1982-02-11
7833,16 jul 1997,1997-07-16
7834,saturday september 21 1996,1996-09-21
7835,november 30 1983,1983-11-30
7836,08.04.72,1972-04-08
7837,sunday december 8 1985,1985-12-08
7838,monday september 12 1977,1977-09-12
7839,january 12 1998,1998-01-12
7840,dec 13 2006,2006-12-13
7841,saturday may 15 1976,1976-05-15
7842,december 22 1984,1984-12-22
7843,february 10 1980,1980-02-10
7844,sunday january 25 2009,2009-01-25
7845,03.03.01,2001-03-03
7846,thursday april 4 2002,2002-04-04
7847,6 jul 1997,1997-07-06
7848,2/26/81,1981-02-26
7849,12 jan 2009,2009-01-12
7850,jan 5 2000,2000-01-05
7851,wednesday december 13 1978,1978-12-13
7852,jan 22 1998,1998-01-22
7853,thursday september 15 2016,2016-09-15
7854,13 apr 1999,1999-04-13
7855,aug 14 1986,1986-08-14
7856,september 5 2016,2016-09-05
7857,tuesday june 19 2007,2007-06-19
7858,february 11 1980,1980-02-11
7859,january 8 2002,2002-01-08
7860,saturday april 30 2016,2016-04-30
7861,friday september 14 1984,1984-09-14
7862,12/10/76,1976-12-10
7863,27 june 1983,1983-06-27
7864,october 7 2010,2010-10-07
7865,1 march 2008,2008-03-01
7866,february 8 1976,1976-02-08
7867,july 10 1977,1977-07-10
7868,saturday march 14 2015,2015-03-14
7869,9 03 84,1984-03-09
7870,january 11 1984,1984-01-11
7871,14 february 2000,2000-02-14
7872,11 06 96,1996-06-11
7873,tuesday january 8 2002,2002-01-08
7874,friday november 23 2007,2007-11-23
7875,12 jul 1985,1985-07-12
7876,wednesday august 5 1987,1987-08-05
7877,15.12.83,1983-12-15
7878,3 oct 1979,1979-10-03
7879,saturday may 25 1974,1974-05-25
7880,23 dec 2017,2017-12-23
7881,tuesday may 23 1972,1972-05-23
7882,18 april 1987,1987-04-18
7883,monday august 12 1996,1996-08-12
7884,10 sep 2003,2003-09-10
7885,19 03 97,1997-03-19
7886,wednesday november 20 1996,1996-11-20
7887,10 july 2010,2010-07-10
7888,nov 30 1981,1981-11-30
7889,03 jun 1983,1983-06-03
7890,thursday february 11 1993,1993-02-11
7891,apr 6 1998,1998-04-06
7892,26 04 73,1973-04-26
7893,24 apr 1979,1979-04-24
7894,26 mar 1978,1978-03-26
7895,saturday december 18 1971,1971-12-18
7896,5 march 1980,1980-03-05
7897,thursday september 17 1981,1981-09-17
7898,8 june 1989,1989-06-08
7899,18 05 90,1990-05-18
7900,1/6/18,2018-01-06
7901,saturday february 17 1996,1996-02-17
7902,sunday march 27 1983,1983-03-27
7903,saturday december 19 1992,1992-12-19
7904,7 january 2006,2006-01-07
7905,monday august 18 1986,1986-08-18
7906,monday may 8 1989,1989-05-08
7907,08 nov 1977,1977-11-08
7908,friday november 1 1985,1985-11-01
7909,october 2 1992,1992-10-02
7910,thursday july 24 2014,2014-07-24
7911,21 july 2017,2017-07-21
7912,9 oct 1976,1976-10-09
7913,april 26 2004,2004-04-26
7914,03 apr 1980,1980-04-03
7915,12 november 2006,2006-11-12
7916,03 sep 2001,2001-09-03
7917,jan 29 2008,2008-01-29
7918,sunday april 21 2013,2013-04-21
7919,tuesday april 11 1995,1995-04-11
7920,9 march 2008,2008-03-09
7921,tuesday february 26 1974,1974-02-26
7922,monday february 18 1980,1980-02-18
7923,monday january 17 1994,1994-01-17
7924,sunday october 17 1976,1976-10-17
7925,11 jun 1978,1978-06-11
7926,8/7/92,1992-08-07
7927,13.08.95,1995-08-13
7928,12 jan 2018,2018-01-12
7929,25 mar 1999,1999-03-25
7930,wednesday august 29 2001,2001-08-29
7931,thursday august 18 2005,2005-08-18
7932,19.12.80,1980-12-19
7933,january 25 2015,2015-01-25
7934,tuesday april 2 2013,2013-04-02
7935,05.12.12,2012-12-05
7936,19 july 1989,1989-07-19
7937,july 1 1991,1991-07-01
7938,5 12 03,2003-12-05
7939,sunday october 5 1986,1986-10-05
7940,friday february 1 2013,2013-02-01
7941,november 6 2007,2007-11-06
7942,thursday july 4 2013,2013-07-04
7943,14 07 97,1997-07-14
7944,monday july 2 2007,2007-07-02
7945,27 sep 1986,1986-09-27
7946,04 sep 1977,1977-09-04
7947,thursday june 7 1990,1990-06-07
7948,09 jul 2014,2014-07-09
7949,saturday february 7 1970,1970-02-07
7950,may 1 2001,2001-05-01
7951,13 07 09,2009-07-13
7952,friday november 2 2007,2007-11-02
7953,thursday october 28 2010,2010-10-28
7954,9 january 1990,1990-01-09
7955,19 jul 1996,1996-07-19
7956,6/21/96,1996-06-21
7957,17 june 1993,1993-06-17
7958,tuesday august 14 1979,1979-08-14
7959,28 dec 1993,1993-12-28
7960,jun 29 2003,2003-06-29
7961,thursday may 22 1980,1980-05-22
7962,sunday june 5 2011,2011-06-05
7963,1 october 2016,2016-10-01
7964,tuesday january 20 2004,2004-01-20
7965,january 4 1986,1986-01-04
7966,23 02 01,2001-02-23
7967,thursday october 14 1976,1976-10-14
7968,saturday may 11 1974,1974-05-11
7969,sunday january 25 2004,2004-01-25
7970,11 09 94,1994-09-11
7971,sunday april 17 1977,1977-04-17
7972,26.01.97,1997-01-26
7973,friday july 18 2008,2008-07-18
7974,28 jul 1981,1981-07-28
7975,thursday february 13 1986,1986-02-13
7976,july 23 1971,1971-07-23
7977,saturday january 30 2010,2010-01-30
7978,12 august 1972,1972-08-12
7979,6/28/89,1989-06-28
7980,january 20 1974,1974-01-20
7981,saturday june 1 1996,1996-06-01
7982,nov 23 1985,1985-11-23
7983,01.10.09,2009-10-01
7984,friday november 6 1981,1981-11-06
7985,31 august 1983,1983-08-31
7986,27.02.02,2002-02-27
7987,friday january 14 1972,1972-01-14
7988,23 aug 1978,1978-08-23
7989,oct 30 1972,1972-10-30
7990,tuesday august 8 2000,2000-08-08
7991,02 sep 2001,2001-09-02
7992,3/22/75,1975-03-22
7993,october 6 1984,1984-10-06
7994,may 26 1993,1993-05-26
7995,sep 27 1983,1983-09-27
7996,thursday march 3 1977,1977-03-03
7997,friday october 26 1979,1979-10-26
7998,21.05.06,2006-05-21
7999,friday november 2 2007,2007-11-02
8000,11 aug 2005,2005-08-11
8001,12 august 1999,1999-08-12
8002,friday july 14 1995,1995-07-14
8003,friday may 31 1991,1991-05-31
8004,wednesday august 20 2003,2003-08-20
8005,wednesday april 26 2000,2000-04-26
8006,28 sep 2002,2002-09-28
8007,monday november 13 1972,1972-11-13
8008,apr 7 2001,2001-04-07
8009,monday may 19 1975,1975-05-19
8010,sep 6 1982,1982-09-06
8011,may 16 1998,1998-05-16
8012,saturday july 4 2015,2015-07-04
8013,saturday february 3 2018,2018-02-03
8014,monday february 13 2012,2012-02-13
8015,friday august 3 1973,1973-08-03
8016,12 april 1997,1997-04-12
8017,mar 15 2013,2013-03-15
8018,thursday february 11 1971,1971-02-11
8019,monday june 27 2011,2011-06-27
8020,monday december 27 1971,1971-12-27
8021,saturday april 30 1988,1988-04-30
8022,tuesday february 15 1994,1994-02-15
8023,thursday february 4 2010,2010-02-04
8024,sunday september 30 1990,1990-09-30
8025,december 3 2002,2002-12-03
8026,25 dec 1987,1987-12-25
8027,june 15 1980,1980-06-15
8028,28.08.11,2011-08-28
8029,saturday july 31 1976,1976-07-31
8030,6 june 1981,1981-06-06
8031,20 01 72,1972-01-20
8032,wednesday april 26 1972,1972-04-26
8033,wednesday march 31 2010,2010-03-31
8034,6 05 72,1972-05-06
8035,saturday december 28 1991,1991-12-28
8036,22 mar 2015,2015-03-22
8037,29 september 2007,2007-09-29
8038,01 nov 1997,1997-11-01
8039,wednesday december 4 2002,2002-12-04
8040,tuesday march 31 1987,1987-03-31
8041,thursday december 7 1995,1995-12-07
8042,june 18 1985,1985-06-18
8043,2 january 2005,2005-01-02
8044,tuesday december 12 1995,1995-12-12
8045,16 june 1983,1983-06-16
8046,2 december 2012,2012-12-02
8047,friday november 20 1987,1987-11-20
8048,january 13 1986,1986-01-13
8049,25 feb 1986,1986-02-25
8050,saturday november 23 1991,1991-11-23
8051,15 dec 2007,2007-12-15
8052,tuesday september 25 2007,2007-09-25
8053,wednesday january 2 1980,1980-01-02
8054,27 october 1995,1995-10-27
8055,friday july 12 2013,2013-07-12
8056,13 may 2014,2014-05-13
8057,21 may 2002,2002-05-21
8058,10/24/85,1985-10-24
8059,wednesday may 14 2014,2014-05-14
8060,28 apr 2003,2003-04-28
8061,friday april 24 2015,2015-04-24
8062,wednesday june 7 2000,2000-06-07
8063,26 may 1990,1990-05-26
8064,november 15 1986,1986-11-15
8065,26 aug 2011,2011-08-26
8066,sunday january 16 1972,1972-01-16
8067,saturday august 25 1979,1979-08-25
8068,february 15 1979,1979-02-15
8069,27 march 1991,1991-03-27
8070,march 16 1997,1997-03-16
8071,24.03.71,1971-03-24
8072,february 14 1993,1993-02-14
8073,29 september 1992,1992-09-29
8074,30 june 1998,1998-06-30
8075,25 january 1984,1984-01-25
8076,04.10.75,1975-10-04
8077,thursday april 29 1976,1976-04-29
8078,april 2 2003,2003-04-02
8079,jul 16 2004,2004-07-16
8080,saturday august 4 1984,1984-08-04
8081,18 jan 2018,2018-01-18
8082,12 august 1999,1999-08-12
8083,friday october 28 1977,1977-10-28
8084,monday november 9 1987,1987-11-09
8085,sunday july 12 1981,1981-07-12
8086,friday march 11 2016,2016-03-11
8087,may 8 1971,1971-05-08
8088,21 august 2015,2015-08-21
8089,27 november 1981,1981-11-27
8090,sep 13 2013,2013-09-13
8091,sunday november 29 1992,1992-11-29
8092,friday december 8 1972,1972-12-08
8093,3 oct 2002,2002-10-03
8094,9/27/82,1982-09-27
8095,13.12.02,2002-12-13
8096,1/3/13,2013-01-03
8097,13 april 1970,1970-04-13
8098,july 13 2009,2009-07-13
8099,11 august 1974,1974-08-11
8100,3/30/01,2001-03-30
8101,12 mar 1981,1981-03-12
8102,friday may 1 2009,2009-05-01
8103,thursday may 27 2010,2010-05-27
8104,30 jan 2005,2005-01-30
8105,january 22 1996,1996-01-22
8106,26 december 1990,1990-12-26
8107,thursday april 7 1988,1988-04-07
8108,february 2 1995,1995-02-02
8109,wednesday may 27 2009,2009-05-27
8110,4 jul 2004,2004-07-04
8111,22 sep 2015,2015-09-22
8112,14 feb 1997,1997-02-14
8113,03 jan 1989,1989-01-03
8114,friday august 12 2011,2011-08-12
8115,thursday october 7 1999,1999-10-07
8116,saturday september 6 1980,1980-09-06
8117,17 feb 1986,1986-02-17
8118,20.08.71,1971-08-20
8119,17 mar 2012,2012-03-17
8120,24 jul 1971,1971-07-24
8121,30.04.77,1977-04-30
8122,25 aug 2016,2016-08-25
8123,thursday february 18 1982,1982-02-18
